Reported Date,Confirmed Negative,Presumptive Negative,Presumptive Positive,Confirmed Positive,Resolved,Deaths,Deaths_New_Methodology,Total Cases,Total patients approved for testing as of Reporting Date,Total tests completed in the last day,Percent positive tests in last day,Under Investigation,Number of patients hospitalized with COVID-19,Number of patients in ICU due to COVID-19,"Number of patients in ICU, testing positive for COVID-19","Number of patients in ICU, testing negative for COVID-19",Number of patients in ICU on a ventilator due to COVID-19,Num. of patients in ICU on a ventilator testing positive,Num. of patients in ICU on a ventilator testing negative,Total Positive LTC Resident Cases,Total Positive LTC HCW Cases,Total LTC Resident Deaths,Total LTC HCW Deaths,Total_Lineage_B.1.1.7_Alpha,Total_Lineage_B.1.351_Beta,Total_Lineage_P.1_Gamma,Total_Lineage_B.1.617.2_Delta,deaths_data_cleaning,newly_reported_deaths
2020-09-22,,,,3578,41342,2832,,47752,3614544,34201,1.5,39788,82,30,24,6,14,11,3,6026,2683,1828,8,,,,,,
2020-09-23,,,,3652,41600,2835,,48087,3649980,35436,1.2,48079,88,30,24,6,12,9,3,6030,2685,1830,8,,,,,,
2020-09-24,,,,3774,41886,2836,,48496,3680614,30634,1,53840,88,33,27,6,14,11,3,6043,2690,1829,8,,,,,,
2020-09-25,,,,3899,42169,2837,,48905,3722479,41865,1,65227,87,31,25,6,15,13,2,6047,2693,1831,8,,,,,,
2020-09-26,,,,3996,42507,2837,,49340,3765717,43238,1.2,68040,100,34,28,6,18,15,3,6049,2693,1831,8,,,,,,
2020-09-27,,,,4196,42796,2839,,49831,3808226,42509,1.4,65061,112,34,28,6,19,16,3,6051,2696,1832,8,,,,,,
2020-09-28,,,,4564,43127,2840,,50531,3849337,41111,1.2,49586,128,35,29,6,20,17,3,6059,2701,1833,8,,,,,,
2020-09-29,,,,4791,43450,2844,,51085,3887712,38375,1.2,54759,137,34,30,4,18,16,2,6062,2708,1833,8,,,,,,
2020-09-30,,,,4955,43907,2848,,51710,3923465,35753,1.5,67126,150,39,35,4,19,17,2,6071,2714,1836,8,,,,,,
2020-10-01,,,,4975,44422,2851,,52248,3963111,39646,1.5,82473,162,41,36,5,18,17,1,6085,2720,1838,8,,,,,,
2020-10-02,,,,5203,44850,2927,,52980,4003204,40093,1.3,90513,167,44,38,6,23,21,2,6166,2555,1909,8,,,,,,
2020-10-03,,,,5380,45285,2968,,53633,4049458,46254,1.5,91322,155,47,41,6,25,23,2,6207,,1948,8,,,,,,
2020-10-04,,,,5405,45819,2975,,54199,4089119,39661,1.6,78953,169,48,43,5,27,25,2,6209,2646,1949,8,,,,,,
2020-10-05,,,,5474,46360,2980,,54814,4127315,38196,1.8,68006,176,48,43,5,28,26,2,6216,2650,1951,8,,,,,,
2020-10-06,,,,5469,46906,2987,,55362,4169346,42031,1.8,55483,192,45,41,4,27,26,1,6230,2659,1953,8,,,,,,
2020-10-07,,,,5344,47613,2988,,55945,4212623,43277,1.9,55413,195,48,43,5,30,28,2,6253,2668,1952,8,,,,,,
2020-10-08,,,,5442,48308,2992,,56742,4261111,48488,2.1,58118,206,53,47,6,32,29,3,6274,2670,1954,8,,,,,,
2020-10-09,,,,5652,49032,2997,,57681,4306025,44914,2,58173,225,52,47,5,32,29,3,6286,2682,1956,8,,,,,,
2020-10-10,,,,5754,49732,3004,,58490,4350323,44298,2,56138,213,53,48,5,32,29,3,6296,2689,1961,8,,,,,,
2020-10-11,,,,5697,50437,3005,,59139,4394461,44138,2.3,45837,217,57,51,6,35,32,3,6301,2689,1961,8,,,,,,
2020-10-12,,,,5833,51105,3008,,59946,4430934,36473,2.3,32473,203,58,53,5,33,30,3,6310,2698,1961,8,,,,,,
2020-10-13,,,,5946,51729,3017,,60692,4462167,31233,2.6,24420,230,65,60,5,37,34,3,6318,2706,1968,8,,,,,,
2020-10-14,,,,5884,52512,3017,,61413,4494373,32206,3,26558,231,68,64,4,38,35,3,6335,2712,1968,8,,,,,,
2020-10-15,,,,5883,53291,3022,,62196,4534334,39961,2.9,36314,253,67,62,5,35,31,4,6355,2717,1969,8,,,,,,
2020-10-16,,,,5873,54004,3031,,62908,4572841,38507,2,37155,261,72,67,5,39,36,3,6365,2728,1974,8,,,,,,
2020-10-17,,,,5986,54686,3041,,63713,4617563,44722,2.3,33630,278,77,72,5,45,42,3,6380,2733,1979,8,,,,,,
2020-10-18,,,,5954,55371,3046,,64371,4658413,40850,2.5,23609,247,76,71,5,46,43,3,6402,2740,1980,8,,,,,,
2020-10-19,,,,6047,55978,3050,,65075,4690277,31864,3.1,16303,252,74,69,5,42,40,2,6419,2755,1980,8,,,,,,
2020-10-20,,,,6237,56606,3053,,65896,4714326,24049,3.6,24129,274,77,72,5,48,45,3,6442,2772,1979,8,,,,,,
2020-10-21,,,,6299,57325,3062,,66686,4746972,32646,2.5,29332,260,76,71,5,53,49,4,6462,2781,1981,8,,,,,,
2020-10-22,,,,6390,58066,3071,,67527,4785832,38860,2.5,34784,270,83,74,9,54,48,6,6487,2785,1984,8,,,,,,
2020-10-23,,,,6474,58799,3080,,68353,4825851,40019,2.9,35436,276,87,78,9,54,47,7,6524,2796,1987,8,,,,,,
2020-10-24,,,,6821,59424,3086,,69331,4870002,44151,2.6,30922,294,90,82,8,60,53,7,6607,2805,1989,8,,,,,,
2020-10-25,,,,7120,60160,3093,,70373,4908771,38769,3.2,23601,278,86,79,7,61,54,7,6637,2820,1989,8,,,,,,
2020-10-26,,,,7286,60839,3099,,71224,4937423,28652,3.8,17603,295,85,78,7,57,51,6,6678,2822,1991,8,,,,,,
2020-10-27,,,,7418,61530,3103,,72051,4961368,23945,3.5,22636,312,82,75,7,58,52,6,6705,2837,1994,8,,,,,,
2020-10-28,,,,7474,62303,3108,,72885,4991378,30010,3,33906,312,79,71,8,58,51,7,6737,2840,1996,8,,,,,,
2020-10-29,,,,7578,63123,3118,,73819,5026999,35621,2.9,40074,322,86,77,9,58,52,6,6765,2851,2001,8,,,,,,
2020-10-30,,,,7669,63919,3127,,74715,5068007,41008,2.8,41063,314,86,75,11,60,52,8,6829,2869,2004,8,,,,,,
2020-10-31,,,,7877,64717,3136,,75730,5109927,41920,3,36262,320,83,73,10,63,54,9,6873,2873,2009,8,,,,,,
2020-11-01,,,,7981,65581,3145,,76707,5147060,37133,3,23933,350,82,72,10,53,46,7,6941,2878,2013,8,,,,,,
2020-11-02,,,,8096,66407,3152,,77655,5174968,27908,4,15397,328,86,75,11,53,45,8,6963,2891,2016,8,,,,,,
2020-11-03,,,,8295,67244,3166,,78705,5200247,25279,4,20758,357,85,73,12,55,47,8,6998,2898,2024,8,,,,,,
2020-11-04,,,,8321,68189,3182,,79692,5228814,28567,3.7,33087,367,85,75,10,52,44,8,7042,2926,2035,8,,,,,,
2020-11-05,,,,8358,69137,3195,,80690,5264568,35754,3.3,41787,381,97,86,11,55,48,7,7094,2934,2042,8,,,,,,
2020-11-06,,,,8398,70086,3209,,81693,5305836,41268,3.7,47074,380,97,86,11,55,49,6,7183,2946,2050,8,,,,,,
2020-11-07,,,,8667,70938,3220,,82825,5345001,39165,3.5,44572,384,101,88,13,59,52,7,7213,2969,2056,8,,,,,,
2020-11-08,,,,9105,71815,3233,,84153,5382578,37577,4.2,35776,374,99,86,13,56,51,5,7288,2983,2063,8,,,,,,
2020-11-09,,,,9514,72636,3245,,85395,5410979,28401,5,26646,367,96,84,12,59,54,5,7329,2997,2069,8,,,,,,
2020-11-10,,,,10106,73417,3260,,86783,5440104,29125,5.7,27802,422,93,82,11,59,54,5,7391,3016,2080,8,,,,,,
2020-11-11,,,,10631,74303,3275,,88209,5476811,36707,5.1,34460,424,99,88,11,61,57,4,7470,3034,2087,8,,,,,,
2020-11-12,,,,11271,75220,3293,,89784,5516370,39559,4.3,41977,431,107,98,9,66,62,4,7527,3040,2099,8,,,,,,
2020-11-13,,,,11630,76238,3312,,91180,5556879,40509,4.5,44507,452,114,106,8,74,67,7,7554,3054,2109,8,,,,,,
2020-11-14,,,,12188,77241,3332,,92761,5601716,44837,4.2,39767,502,116,107,9,75,66,9,7624,3074,2121,8,,,,,,
2020-11-15,,,,12345,78303,3361,,94009,5643922,42206,3.8,26147,479,127,118,9,74,67,7,7685,3087,2141,8,,,,,,
2020-11-16,,,,12830,79295,3371,,95496,5677273,33351,4.1,16254,500,134,125,9,77,70,7,7747,3097,2145,8,,,,,,
2020-11-17,,,,12932,80430,3383,,96745,5703741,26468,6.1,25435,529,137,127,10,82,75,7,7788,3131,2148,8,,,,,,
2020-11-18,,,,12822,81925,3415,,98162,5737181,33440,4.5,36671,535,137,127,10,86,78,8,7857,3152,2174,8,,,,,,
2020-11-19,,,,12628,83301,3443,,99372,5779019,41838,4.1,44493,526,154,146,8,94,88,6,7915,3161,2189,8,,,,,,
2020-11-20,,,,12623,84716,3451,,100790,5827192,48173,3.6,46609,518,151,142,9,98,92,6,7934,3172,2193,8,,,,,,
2020-11-21,,,,12827,86079,3472,,102378,5873863,46671,4.3,43047,513,154,146,8,93,87,6,7984,3190,2206,8,,,,,,
2020-11-22,,,,12918,87508,3486,,103912,5920252,46389,3.8,30427,484,155,147,8,96,89,7,8020,3197,2213,8,,,,,,
2020-11-23,,,,13004,88992,3505,,105501,5957723,37471,4.6,18394,507,164,156,8,98,92,6,8078,3211,2224,8,,,,,,
2020-11-24,,,,12917,90074,3519,,106510,5984776,27053,5.8,29316,534,167,159,8,97,91,6,8118,3218,2234,8,,,,,,
2020-11-25,,,,12779,91550,3554,,107883,6020852,36076,4.7,44950,523,167,159,8,112,106,6,8177,3234,2256,8,,,,,,
2020-11-26,,,,12871,92915,3575,,109361,6068428,47576,3.9,52852,556,157,151,6,109,105,4,8237,3248,2270,8,,,,,,
2020-11-27,,,,13255,94366,3595,,111216,6126465,58037,3.7,54241,541,160,151,9,109,101,8,8330,3267,2283,8,,,,,,
2020-11-28,,,,13538,95876,3624,,113038,6181551,55086,3.4,56219,595,162,155,7,105,99,6,,,2294,8,,,,,,
2020-11-29,,,,13779,97319,3648,,114746,6235510,53959,3.7,38724,586,167,156,11,97,91,6,8361,,2301,8,,,,,,
2020-11-30,,,,14197,98639,3656,,116492,6274916,39406,4.6,27388,618,179,168,11,115,108,7,8399,,2303,8,,,,,,
2020-12-01,,,,14524,100012,3663,,118199,6309556,34640,5.1,34046,645,195,185,10,119,112,7,8493,,2309,8,,,,,,
2020-12-02,,,,14526,101698,3698,,119922,6353782,44226,4.7,49574,656,192,183,9,112,106,6,8674,3373,2331,8,,,,,,
2020-12-03,,,,14795,103239,3712,,121746,6406655,52873,4.4,58320,666,208,195,13,117,107,10,8726,3374,2342,8,,,,,,
2020-12-04,,,,14997,104792,3737,,123526,6462656,56001,3.6,62403,674,219,207,12,123,116,7,,,2357,8,,,,,,
